5.671309085941352857e-01,3.869100320700297746e-01,2.258026081110590111e-01,-5.650057461960016347e-01,-8.493829593531875277e-01,3.570679922287507968e-01,6.345225770784642672e-01,8.736901181410514639e-01,9.973604355721834569e-01,9.208356409598377201e-01,-2.875984072909005262e-01,1.276044359467716216e-01,9.493422023016949707e-01,-5.044136764251265781e-01,-7.497181294486287007e-01,-9.981876962186695401e-01,8.213588885074566415e-01,2.704994947739924882e-01,9.163625343272762125e-01,7.557891839696574410e-01,2.533051077974954324e-02,-8.109533056739435253e-01,6.928808425361308032e-01,-8.720139454372818899e-02,-8.995225043340826510e-01,-4.165977709179721211e-01,-9.587435424136796502e-01,6.677871613763111114e-01
8.820363080724593630e-01,8.527017250440245277e-01,3.481674863263418684e-01,-9.813685742831870229e-01,-6.465235384508368766e-01,7.548261948575696323e-01,-9.433744934891136191e-01,5.055300535344158241e-01,-9.552874531830771732e-01,-7.597119737047548504e-01,-9.799690853326262774e-01,-7.656688765154069376e-01,-9.762493595808647839e-01,-2.796981700335517407e-01,-9.524552543369197988e-01,-9.731048656547187647e-01,-9.719943998966392718e-01,-9.010416164257463167e-01,9.867299297131240099e-01,-1.032661116659708694e-01,-8.636013902017167787e-01,-8.505829219586606982e-01,8.680011546897966612e-01,-9.463221968555907138e-01,2.281369965002503220e-01,9.289250522780310160e-01,9.560569314028120047e-01,-3.501396963947130958e-01
9.046490490525977979e-01,-4.706010884897822710e-01,-5.074234731392225362e-01,9.957876074909602915e-01,7.611404151359268955e-01,5.254349568455314312e-01,-3.617212656645057284e-02,-1.568962401642750859e-01,-4.592283439256105715e-01,9.402159376576292305e-01,-4.069451685741684588e-01,9.915725626428268935e-01,-8.691279598816360474e-01,-9.079428644956200056e-01,9.428323658321691170e-01,9.889708684735788458e-01,9.611670261475118160e-01,-8.825867729197263145e-01,8.855202559077012259e-01,-9.879203794382505066e-01,7.744205510025783945e-02,9.992798220866502268e-01,-5.473702154314623591e-01,8.787771825551269345e-01,-7.672448530910982445e-01,6.463643018476136204e-01,-5.748038985067507323e-01,9.548918089296203060e-02
-9.552433807304221425e-01,8.448404655247254702e-01,9.811142877811965812e-01,7.800344623982080616e-01,-9.997144484670228426e-01,7.482833403063497979e-01,-8.116597441380687394e-01,1.708657098771251825e-01,5.484892008606566671e-01,3.473485651055480128e-01,-6.622838508485991149e-02,-8.939002814999003066e-01,-9.488799120456303804e-01,7.730286833715288575e-01,9.679825990450241502e-01,9.152367465526185519e-01,-8.638633649503890677e-01,2.411489032140448630e-01,9.953383225804151024e-01,-7.692258535084925963e-01,3.948891504405474540e-01,9.970744877883795931e-01,7.586746936481547632e-01,3.494223451581198181e-01,-1.819022282509027422e-01,-9.664548012116179754e-01,-4.926331562533090014e-01,9.948327484274838151e-01
8.544151228300579382e-01,-5.297604938658105889e-01,-9.598401389921729088e-01,8.508523242129409914e-01,-9.956618924251680047e-01,-2.190206035675779928e-01,2.493811212139050992e-01,-4.699778403372370517e-01,-8.917117955311588684e-01,-4.047497952284689338e-01,7.468227427579033906e-01,-8.510160891175667652e-01,-6.960953564536763727e-01,7.313166284823700014e-01,3.884950236604899354e-01,4.213823528443532695e-01,-9.583966798586053271e-01,9.263542938154279982e-01,5.784015635069297279e-01,2.676012816290328500e-01,8.870499780911526022e-01,-9.155112592874428135e-01,-6.930152331814160016e-01,1.664731275802297239e-01,-4.354134560954719957e-01,-8.224073162324079256e-01,8.935871462100281049e-01,-9.975961797887008542e-01
9.759650051158530459e-01,-9.496005513398337872e-01,-9.925805797274445119e-01,9.791882134297567042e-01,7.783014723544163793e-01,-8.871175727597765404e-01,-7.618143134144337303e-01,-1.702645256824209252e-01,-9.665830122663907620e-01,8.099341753968326563e-01,9.611257510539130688e-01,-3.254288268165830278e-01,2.031334047549434307e-01,9.815507730536106312e-02,8.674760942001832342e-01,-2.248773860312604234e-01,3.194441253112362267e-01,-4.853256364488695018e-01,-1.730347309727464922e-01,6.292311162142620873e-01,-9.510757977924906292e-01,6.759010017500385326e-01,7.765847724241122796e-01,-3.439606232045715473e-01,9.374876063593564623e-01,5.311284812653968013e-01,8.897809043694833164e-01,-8.025231951561603294e-01
8.511823511507763396e-01,-3.332833748719594702e-01,-8.711363304948042119e-01,-8.107850202434360720e-02,2.737960772223732575e-02,-3.474818167533740843e-01,3.602435601887111205e-01,1.216281655992571265e-01,-8.246030419984273774e-02,-8.968129281686042509e-01,-1.959248757020531917e-01,-9.285382930684833447e-01,7.329283968093128765e-01,9.136463164935324510e-01,9.879398213147242425e-01,-4.520538959555607528e-02,-3.914250179337763758e-01,8.111774163576257468e-01,4.854452835419544310e-01,2.772648272032987582e-01,9.980510960460194925e-01,6.353101064704195222e-01,9.989261790274014396e-01,-1.624338445996389990e-02,-4.562422446177266666e-01,8.052251134762681284e-01,9.645864130479703258e-01,-1.616914221201379287e-01
-1.093142304175410556e-01,5.771510210381685102e-01,6.575434669734304682e-01,5.235723216239013267e-01,-5.707489176785189855e-01,-9.891207590998808419e-01,-5.324708081933696713e-01,-4.238151137311181871e-01,-9.996791274383087789e-01,4.349370732842030574e-01,7.093236608389443809e-01,-6.355498992829614613e-01,-8.129835489108385715e-01,9.971629445815777260e-01,5.103761812206726312e-01,-8.472883298723877799e-01,-1.286470895464553177e-01,-4.448635341960968659e-01,2.599200378265701383e-01,-7.645290216095218527e-01,6.089193763654502378e-01,3.416981495006502501e-01,2.703212389912529323e-01,9.861724626783974212e-01,9.875838320741766596e-01,-2.514906083943783122e-01,-5.198054859390643934e-01,7.693115995541328633e-01
-8.940252182618351195e-01,-2.815598954839430568e-01,-8.522224761752156263e-01,-3.003606479958380038e-01,-7.321702909176104335e-01,5.659843337150418652e-01,-2.969283132560900373e-01,-7.678829854915705244e-01,-9.919500736073351144e-01,-9.293962291781368013e-01,-9.959634068859601896e-01,2.557602331668594187e-01,-6.045840264616314519e-01,-9.690493324133381270e-01,-4.774391894071783327e-01,4.175781091004501788e-01,5.057357920611041946e-01,-9.967907329173097963e-01,-3.546007281368601660e-01,3.092696024845651426e-01,7.562768568043558570e-01,-7.624265426187668560e-01,-9.560029207051966571e-01,9.642782657398886181e-01,5.188201678890960178e-01,-1.032801299917907589e-01,6.903287710016373646e-01,4.900528791842192478e-01
9.899075404101087550e-01,6.987313095736200630e-01,-9.263505384990774472e-01,-7.130121478791081602e-01,-7.210963971013141238e-01,-8.985660913628468194e-01,-5.451039278015601397e-01,2.230199157941926968e-01,-3.371553435432605994e-01,-2.691979678336053339e-01,-5.479391869457578279e-01,-5.657568790035489847e-01,-7.765637810955310361e-01,-3.204412481562084469e-01,4.418305960405992661e-01,9.060649728929826008e-01,8.985631804770380926e-01,-8.790305898195058809e-01,-8.710994305719367281e-01,-2.813348935021344754e-01,-9.855171546058643095e-01,-3.746504800946661162e-01,3.334637095677597807e-01,9.999087985965371406e-01,9.941804867418368996e-01,-5.828511755691655194e-02,8.360563698578178382e-01,-9.938018785031063063e-01
